flatshare_id,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_ok,deposit,deposit(room_1),deposit(room_2),deposit(room_3),deposit(room_4),deposit(room_5),detail,disabled_access,double_room,furnishings,garage,garden_patio,gender,images,interests,language,living_room,location,max_age,maximum_term,min_age,minimum_term,nationality,num_flatmates,num_housemates,occupation,orientation,parking,pets_ok,postcode,property_type,references,rent,room_type,security_deposit,smoker,smoking_ok,station,station_distance,total_num_rooms,university,vegetarian_vegan
18083800,,,No,Now,No,Yes,Yes,Yes,,£500.00,£300.00,,,,Rooms Available – E6 3AJLocated in E6 3AJHouse currently occupied by 6 adults and 1 childProperty includes:5 bedrooms1 reception room1 dining room3 bathroomsGarden accessible to all residentsStreet parking availableAll bills includedAvailable Rooms:Double room suitable for double occupancyRent: £800 per monthDeposit: £500A room for one personRent: £500 per monthDeposit: £300Contact now for a viewing or booking!,No,,Furnished,No,Yes,"1 Female, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424537.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424535.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424538.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424536.jpg""]",,,shared,London E6,,12 months,,6 months,,,3,Available to all,,Yes,No,E6Area,House share,Yes,£800 pcm,double,,No,Yes,,,5,,Yes
15282247,,,No,08 Dec 2025,No,Yes,Yes,No,£750.00,,,,,,"This lovely double room is available to a female tenant in a first floor flat on Garratt Lane SW17.The flat comprises of 3 rooms, an eat-in kitchen diner and two  bathrooms.The rent is £750 per calendar month which includes gas,   electricity, water, council tax and broadband.The   deposit is £750.The room is for sole occupancy only, sorry no couples.Please contact me if you have any questions or queries or   would like to arrange a  viewing.Thanks,Billy",No,,Furnished,No,No,2 Females,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/13/97139817.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/13/97139815.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/41/81414053.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/41/81414051.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/13/97139822.jpg""]",,,No,Tooting,35,None,18,3 months,,2,,Not suitable for students,,No,No,SW17Area,Flat share,No,£750 pcm,double,,No,No,Tooting Broadway Station,5-10 minutes walk away,3,,
9428458,,33 to 48,No,Now,No,Yes,Yes,No,£740.00,,,,,,"Spacious double room for short let in Willesden Green opposite Gladstone Park. Available from now untill late March 2026. I am flexible on moving in and out days as long as you stay minimum 3 months and move out by the end of March.We are looking for a friendly and sociable person who will fit in and feel like at home.The room has plenty of natural ligh, large wardrobe, book cabinet and double bed.The house is fully equipped and contains of spacious kitchen, two toilets, bathroom with bath and shower, living room, wide corridor, beautiful and big garden.The house is spacious, and you will always find your space.You will be living with 4 friendly and relaxed professionals who are busy with their own things, but we as well enjoy dinner together and good chat.There is a cleaner coming once a week and the house is kept  clean and tidy.Gladstone Park which is across the road has outdoor gym, tennis courts,, lots of greenery and is perfect for jogging or a walk.Nearest stations are Willesden Green zone 2 (12 minutes walk, Jubilee line), Dollis Hill zone 3 (12 minutes walk, Jubilee line), Cricklewood Thameslink (15 minutes walk, 10 minutes to Kings Cross St. Pancras), 226 bus which connects between Ealing Broadway and Golders Green (opposite the house). 10 minutes cycle to West Hampstead.Parking can be arranged on request.All bills are included (broadband, gas, electricity, council tax, water).One month security deposit required.When contacting me, please leave your telephone number to speed up the process :-).",No,,Furnished,No,Yes,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/19/94191708.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/19/94191710.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/49/90496199.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/80/78/80789459.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/91/89910552.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/40/49/40492513.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/86/37/86373775.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/80/78/80789454.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/40/28/40283677.jpg""]","yoga, cycling, nature, writing, mindfulness",English,shared,Willesden Green,50,4 months,25,3 months,,,4,Available to all,,Yes,No,NW2Area,House share,No,£740 pcm,double,,No,Yes,Willesden Green Station,10-15 minutes walk away,6,,
18083783,,20 to 30,No,Now,No,Some,Yes,Yes,£600.00,,,,,,"One nice double room, 5 mins walk from Westferry station, 10 mins from Canary Wharf station or Mile end station. Share garden, kitchen, 1 bathroom and 2 toilets, wooden flooring, fully furnished, super fast WiFi, £900 per month.",No,,Furnished,No,No,"1 Female, 3 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424368.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424369.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424467.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424386.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424387.jpg""]",,,No,Westferry,60,None,18,3 months,,4,,Available to all,,No,No,E14Area,Flat share,No,£900 pcm,double,,No,Yes,,,4,,
18083808,,,No,Now,No,Yes,Yes,No,"£1,153.00",,,,,,"Includes Bills Internet Cleaner In Refurbished House 1st Floor En-Suite Double Bed Room To Let Share Kitchen Dining Sitting Room Doors To Patio Garden Very Near Bus Rail Tube Shops1 Person Only Non SmokerRecently Refurbished ThroughoutDouble Glazed Windows, Gas Central Heating, Laminated Wood Floors, Neutral DecorationsIncluding Bills, Internet, Cleaner from time to time1st Floor Front Bay Windowed Double Bed Room with En-Suite Shower Room with Shower Tray, Basin Mixer Taps, Low Level WC, Heated Towel Rail to letShared Open Plan Fully Fitted Kitchen Dining Sitting Room with Sliding Glass Patio Doors To Rear Patio Garden8 minutes walk West Ealing Elizabeth LineFew minutes walk Uxbridge Road Main Bus Routes 207,83, High Street Shops, Sainsburys Waitrose Tesco Asda Supermarkets15 minutes walk Northfields tube piccadilly line, Lammas ParkTo view please call Mark, ThanksRent Deposit References ApplyNo Fees To AST TenantsPowered by alexanderletsDriving properties to alexanders lettingsMoving PeopleThe Letting ChoiceAlexanders International",No,,Furnished,No,No,"3 Females, 3 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424599.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424600.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424603.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424607.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424611.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424618.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424624.jpg""]",,,shared,Ealing,,None,,12 months,,,6,Available to all,,No,No,W13Area,House share,Yes,"£1,000 pcm",double En suite,,No,Yes,,,7,,
18075065,,,,Now,No,,,,,,,,,,"We are delighted  to offer  a 1 bed and 1 bathroom  flat in great locationClose to allsaints dlr station ,canary wharf. and  all other  essential  amenities",No,,Furnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424310.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424308.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424309.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424311.jpg""]",,,own,East India Dock Road,,None,,6 months,,,,Available to all,,No,No,E14Area,"Flat
        
        to rent",Yes,,,"£1,500.00",,Yes,All Saints Station,0-5 minutes walk away,,,
17628084,,,,11 Jan 2026,,,,,,,,,,,"PLEASE READ ADD !  BILLS INCLUDEDAVAILABLE FOR SHORT LET ideally for Working Professionals and ContractorsWelcome to this stylish and cozy 1-bed  apartment near London’s vibrant business hub, Canary Wharf.The flat is located just a 5-minute walk from the nearest tube station.Inside, you’ll find a beautifully designed living area with modern decor, warm tones, and plenty of natural light.The space includes a fully equipped kitchen and dining area.The apartment is perfect for professionals, couples, or solo travelers looking for a relaxing stay near one of London’s key business districts.This accomodation is fully serviced with cleaners, fresh linen, towels and toiletries provided.Happy to accommodate guest who need a place starting at minimum 3 nightsGET IN TOUCH!",,,Furnished,,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/58/94586042.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/58/94586043.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/58/94586044.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/58/94586047.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/58/94586048.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/58/94586049.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/58/94586056.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/58/94586057.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/58/94586533.jpg""]",,,own,Canary Wharf,,None,,None,,,,Available to all,,Yes,Yes,E14Area,"Flat
        
        to rent",,,,"£2,000.00",,Yes,,,,,
18075195,,,,Now,,,,,,,,,,,"A well-presented one bedroom apartment, boasting recent modernisation and contemporary furniture pack. Offering dual aspect windows, high gloss kitchen amd over 450sqft of internal floor space.Located 5 minutes from Canning Town Station, servicing Jubille amd DLR railway links into Camary Wharf and the City, with 15 and 25 minutes commute respectively.Looking for someone to take over my lease which expires in June 2027. Please note that after May 2026, when Renters' Rights Act comes in effect, the lease will become periodic with the tenant able to exit it at any time. Also note, the landlord requires my replacement to have a minimum income of £60k per year.",,,Furnished,,,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350011.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350012.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350017.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350013.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350014.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350018.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350015.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350016.jpg""]",,,own,Canning Town,,None,,8 months,,,,Available to all,,,No,E16Area,"Flat
        
        to rent",,,,"£1,961.00",,No,,,,,
8632813,,20 to 30,No,01 Jan 2026,No,Yes,Yes,No,£600.00,,,,,,"I'm offering a large Double Room (All bills incl.)  ideal for a couple, looking for a fully furnished room centrally located, which comes with King bed, wardrobe, desk, fridge.This wonderful (7 bedroom) house (with 9 housemates in total) offers clean and modern living. It benefits from 3 fully equipped kitchens, one of them with dining table and a couch, 3 full shared bathrooms and an extra toilet, washing machine and dryer.All bills are included (gas, electricity, hot water and central heating, council tax and TV licence).Unlimited WI-FI service, andThe cleaning lady comes twice a week for the common areas.Thanks and I look forward to hearing from you.",No,,Furnished,No,Yes,"4 Females, 4 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424276.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424275.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/35/69/35690626.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/35/69/35690638.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/35/69/35690584.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424284.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424285.jpg""]",,,No,Clapham,50,12 months,20,3 months,,,8,Available to all,,No,No,SW8Area,House share,No,"£1,200 pcm",double,,No,No,,,7,,
18083754,,,,14 Dec 2025,,,,,,,,,,,"MODERN-BOWES ROAD N13-STUDIO-SINGLE OCCUPANCYComes with KITCHEN AND Private Shower/ToiletNew Electric Heating AND Flat very Well InsulatedVery Near Bounds Green-Piccadilly Line Tubeand North Circular Bus RouteNo Council Tax PayableWater rates & Electricity PayableNear Shops, Also Washing machine & Dryer supplied on SiteQuote Ref: Bowes 5",,,Unfurnished,,,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424182.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424183.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424185.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424186.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424188.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424189.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424190.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424192.jpg""]",,,own,Bounds Green,,None,,12 months,,,,Available to all,,,No,N13Area,"Flat
        
        to rent",Yes,,,"£1,148.00",,No,,,,,
18083740,,,,Now,No,,,,,,,,,,"This charming ground floor flat in the heart of Camden comes fully furnished, featuring a spacious bedroom, cozy living area, and a modern kitchen. Bills are included (excluding electricity). Enjoy easy access to Camden's vibrant shops, restaurants, and excellent transport links. Available for immediate move-in. Contact us today to arrange a viewing!LocationSituated in vibrant Camden, residents will enjoy easy access to an array of eclectic shops, trendy boutiques, and diverse restaurants offering cuisines from around the world. Camden Market, famous for its unique stalls and vibrant atmosphere, is just a stone's throw away. Excellent transport links including Camden Town Underground Station (Northern Line) and numerous bus routes provide seamless connectivity to the rest of London.",No,,Furnished,No,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424105.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424115.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424110.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424104.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424097.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424098.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424099.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424113.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424114.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424116.jpg""]",,,own,Camden,,None,,12 months,,,,Available to all,,No,No,NW1Area,"Flat
        
        to rent",Yes,,,"£1,730.00",,No,Camden Town Station,10-15 minutes walk away,,,
18059776,,,,Now,,Yes,,Yes,,£750.00,£780.00,,,,"A   newly   refurbished   and   modern   property   at  Brownfield   Street,   E14   ,   offering   bright,   fully   furnished   rooms   in   a   clean   and   comfortable   shared   home.Available   rooms   includeAll   with   access   to   a   modern   kitchen,Kitchen   Amenities•	  Large   fridge–freezer•	  Oven   &   hob•	  Microwave•	  Kettle•	  Toaster•	  Cookware   (pots   &   pans)•	  Full   set   of   utensilsFast   WiFi   and   well-maintained   communal   areas.The   property   is   located   just   a   short   walk   from   All   Saints   DLR   Station,   giving   quick   and   easy   connections   across   East   London,   and   is   surrounded   by   local   shops,   cafés   and   essential   amenities—ideal   for   professionals   looking   for   a   convenient   and   friendly   place   to   live.",,,Furnished,,,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415510.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98253122.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98253051.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98253366.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98253367.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98253368.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98253369.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98415511.jpg""]",,,No,All Saints,,None,18,6 months,,,,Available to all,,,No,E14Area,Flat share,,£750 pcm,double,,,Yes,,,,,
18083769,,,No,Now,No,Yes,Yes,No,£940.00,,,,,,"Lovely double roomVery close to old st stationSharing with 3 friendly professionalsShared kitchen and bathroom, 2 toilets  (no living room)Close to shoreditch, old st, Liverpool st and HoxtonVery easy access to the city and central LondonAvailable now! December move in!Please reply with exact moving date and contact number",No,,Furnished,No,No,3 Males,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424277.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424278.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424279.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424280.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424281.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424282.jpg""]",,,No,Old Street,,None,,6 months,,3,,Available to all,,No,No,N1Area,Flat share,No,£940 pcm,double,,No,Yes,Old Street Station,5-10 minutes walk away,4,,
18083731,,31 to 42,No,Now,No,Some,Yes,No,£0.00,,,,,,"Hi!We are looking for a friendly professional female housemate to join our lovely home in quiet residential area near Turnpike Lane Station/Piccadilly line and Belmont Recreation Ground/Park.You’ll be living with Olivia, Karin and Kinga - we’re easy-going, tidy, and like to do our own thing but open to chats when we see each other! We’re looking for a housemate who is clean, respectful, and wants to make the house feel like a home. Our landlord prefers a female tenant.The House:• 4-bedroom house• 1 garden view room available immediately (freshly painted)• Shared: living room (9sqm) with sleeping couch, fully equipped kitchen (gas-oven, fridge, freezer) 19sqm, utility room with washing machine, garden 45sqm, 2 toilets, 1 bathroom with toilet and bathtub. All facilities are shared with no direct access from any of the bedrooms. Alarm system and house insurance.Rent:• garden view room: £480/month plus additional costs, 9sqm, 1 big window, view to garden, 1st floor, incl bed (120cm) and basic furniture, desk and mirror available for a low price.Rent is paid directly to our friendly landlady (she does not live in the house).Additional Costs:Water, council tax (Band D), internet, gas, and electricity are shared equally among tenants and managed by us. Depends on usage, about 140 GBP per month / per person.Please introduce yourself briefly. We will contact suitable candidates for a viewing asap. Landlady requires mandatory documents from new housemate and 6 weeks deposit is also required to her.We’d love to find someone friendly who’ll enjoy calling this place home.Warm regards,Karin",No,,Furnished,No,Yes,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424049.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424050.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424051.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424052.jpg""]",,English,shared,Turnpike Lane,45,None,29,1 month,,,3,Not suitable for students,,Yes,No,N22Area,House share,Yes,£620 pcm,double,,No,Yes,Turnpike Lane Station,0-5 minutes walk away,4,,
18054931,,20 to 50,No,Now,,Yes,Yes,No,£800.00,,,,,,"100% of all bills included; Good size double room, original fireplace, cleaner visits house weekly for communal areas, all bills included, fast wifi, close to Elizabeth line Hanwell and Ealing Broadway. Friendly professional housemates.",,,Furnished,,Yes,"2 Females, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/17/98175808.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/17/98175810.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/17/98175809.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/17/98175807.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/17/98175811.jpg""]",,,No,Ealing,,None,,None,,,4,Available to all,,Yes,No,W7Area,House share,,£800 pcm,double,,No,Yes,,,6,,
15868197,,21 to 40,No,Now,No,Yes,Yes,No,£760.00,,,,,,"1 double bedroomBedroom 2 - £760 per monthRecently  redecorated  and  furnished  room  in  house  with  2  KITCHEN  AREAS  and  separate  living  area  available  in  theWood  Green  area  which  is  only  a  10-15  minutes  walk  to  Wood  Green  tube  station  (Zone  3)  Piccadilly  line.  3  minutes  to  local  Tesco  store.  2  Minute  Bus  journey.House  FULLY  refurbished,  including  Double  Glazed  windows,  new  bedroom  furniture,  laminate  flooring  and  painted  walls.  Is  immaculately  clean  as  we  have  cleaners  that  will  go  over  to  the  house  every  2  weeks  to  clean  communal  areas.  You  will  be  living  with  really  friendly  clean  house  mates.ALL  BILLS  INCLUDED  IN  RENT,  cleaners  every  2  weeks  and  SUPER  FAST  WIRELESS  BROADBAND  ALL  INCLUDED.There  are  2  small  kitchens  with  all  mod  cons  and  a  separate  communal  sitting  area.  There  are  2  clean  bathrooms  with  separate  toilets.",No,,Furnished,No,Yes,"2 Females, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/39/98397338.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/90/81906384.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/91/81917828.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98141602.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/91/81917833.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/91/81917834.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/39/98397337.jpg""]",,,shared,Wood Green,50,None,21,6 months,,,4,Available to all,,Yes,No,N22Area,House share,Yes,£760 pcm,double,,No,Yes,Wood Green Station,10-15 minutes walk away,5,,
16825049,,,No,17 Dec 2025,,No,Yes,No,,,,,£949.00,"£1,197.00","STUNNING ROOMS IN MODERN HOUSE - BERMONDSEY ZONE 2Rooms are  letting  super fast.AVAILABLE ROOM:Room 4 - Double Room - £849+£100 bills per month - AVAILABLE 17th December▶︎WHAT  YOU  GET:✅5  Bedroom  House✅Inclusive  of  all  bills  (council  tax,  gas,  electricity,  water,  cleaner,  gardener  and  broadband)✅Recently Refurbished  House✅1  Communal bathroom✅1 En-Suite Room✅Stunning  Garden✅All  rooms  and  communal  areas  are  fully  furnished✅Fortnightly  communal  cleaner✅Regular  gardener✅Free  fibre  optic  Wi-Fi✅No  hidden  bills✅Always  well  maintained  and  looked  after▶︎YOU,  THE  FUTURE  TENANTAs  you  are  potentially  one  of  the  first  tenants  to  occupy  the  property,  you  must:-  be  a  full  time  working  professional-  be  sociable-  be  clean  and  tidy-  love  a  positive  environment-  want  to  make  the  house  your  home▶︎THE  HOUSEThis  is  a  unique,  modern  and  newly  refurbished  house.  Ideally  located  just  a  15  minute  walk  to  Bermondsey  Underground  Station,  you  are  just  13  minutes  from  Central  London!The  house  itself  benefits  from  a  very  high  end  refurbishment.  The  landlord  has  spared  no  expenses  in  terms  of  making  sure  that  the  property  makes  for  a  fabulous  contemporary  home  for  working  professionals.  The  standard  of  living  really  can't  be  beaten  for  the  money!▶︎THE  ROOMSThe  rooms,  at  minimum,  are  furnished  with  the  following:✅Bed  with  mattress✅Chest  of  Drawers✅Wardrobe✅Full  length  mirror✅Blind/curtain✅Bedside  Table▶︎THE  LOCATIONThe  house  is  located  in  a  nice,  peaceful  family  area  that  is  well  served  for  transport.✅15  mins  walk  to  Bermondsey  Tube  Station  -  Jubilee  Line✅15  mins  walk  to  South  Bermondsey  Railway  Station  -  Southern  Line✅8  mins  bus  ride  to  Surrey  Quays  Station  -  Overground  Line✅Bus  Routes  -  381,  N381,  P12,  1,  N1▶︎ABOUT  USEasy  Lets  London  is  unlike  most  letting  agencies  that  are  just  looking  to  fill  rooms,  we  are  very  selective  about  who  we  house  and  like  to  build  a  cohesive  and  well  balanced  household  of  like  minded  professionals.  What  separates  us  from  our  competition  is  our  passion  for  providing  high  quality  housing  for  the  professional  and  attention  to  detail  and  focus.  We  think  when  you  rent  a  property,  the  service  for  maintenance  and  support  is  just  as  important  as  the  house  itself.▶︎BE  A  PART  OF  THIS  HOUSE  SHARE!✅Professionals  and  mature  students  please✅Sorry,  no  pets  and  no  babies/children.▶︎ARRANGE A VIEWING NOW! This property will let fast so book in a viewing ASAP to avoid disappointment! Please message me within SpareRoom including your mobile phone number and email address. It's also helpful to know what you do for a living and when you intend to move in.▶︎I WANT THIS ROOM NOW! WHAT DO I DO? You will need to reserve the room to take it off of the market. The reservation fee is £97.00 which is also deducted from your move in monies. Again, message me within SpareRoom to know how you can do this!""",,,Furnished,,Yes,"1 Female, 3 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/29/98296002.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/51/97516099.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/88/58/88583205.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/88/58/88583243.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/88/58/88583245.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/88/58/88583213.jpg""]",,,No,Bermondsey,,None,,None,,,4,Available to all,,Yes,No,SE1Area,House share,Yes,£987 pcm,(NOW LET),,No,No,,,5,,
18075083,,,,08 Dec 2025,No,,,,,,,,,,"We are delighted  to offer   2 bed  Flat with one bathroom  in a great location.Close to DLR all saints station ,Canary wharf  and all essential  amenities",No,£850 pcm,Furnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424313.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424314.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424316.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424315.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98424312.jpg""]",,,own,East India Dock Road,,None,,6 months,,,,Available to all,,No,No,E14Area,"Flat
        
        to rent",Yes,,,"£1,700.00",,Yes,All Saints Station,0-5 minutes walk away,,,
18083574,,,,Now,No,,,,,,,,,,Just built new 2 bedroom 2 minutes from South Wembley station 2nd floor no lift. Available furnished or unfurnished,No,£925 pcm,Unfurnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422906.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422907.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422905.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422908.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422910.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422909.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422911.jpg""]",,,own,South Wimbledon,,None,,6 months,,,,Available to all,,No,No,SW19Area,"Flat
        
        to rent",Yes,,,"£2,130.00",,Yes,South Wimbledon Station,0-5 minutes walk away,,,
